Year,Region,Type,Sub-type,Total
2019,REGION XII (SOCCSKSARGEN),Sex,Male,217
2019,REGION XIII (Caraga),Sex,Male,162
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,71
2019,NO INFO,Sex,Male,
2019,NATIONAL CAPITAL REGION (NCR),Sex,No info,2
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2019,REGION I (ILOCOS REGION),Sex,No info,1
2019,REGION II (CAGAYAN VALLEY),Sex,No info,1
2019,REGION III (CENTRAL LUZON),Sex,No info,0
2019,REGION IV-A (CALABARZON),Sex,No info,2
2019,MIMAROPA REGION,Sex,No info,0
2019,REGION V (BICOL REGION),Sex,No info,0
2019,REGION VI (WESTERN VISAYAS),Sex,No info,8
2019,REGION VII (CENTRAL VISAYAS),Sex,No info,1
2019,REGION VIII (EASTERN VISAYAS),Sex,No info,2
2019,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,0
2019,REGION X (NORTHERN MINDANAO),Sex,No info,0
2019,REGION XI (DAVAO REGION),Sex,No info,1
2019,REGION XII (SOCCSKSARGEN),Sex,No info,0
2019,REGION XIII (Caraga),Sex,No info,0
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2019,NO INFO,Sex,No info,0
2020,NATIONAL CAPITAL REGION (NCR),Sex,Female,5866
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,390
2020,REGION I (ILOCOS REGION),Sex,Female,627
2020,REGION II (CAGAYAN VALLEY),Sex,Female,380
2020,REGION III (CENTRAL LUZON),Sex,Female,1343
2020,REGION IV-A (CALABARZON),Sex,Female,1355
2020,MIMAROPA REGION,Sex,Female,150
2020,REGION V (BICOL REGION),Sex,Female,375
2020,REGION VI (WESTERN VISAYAS),Sex,Female,1015
2020,REGION VII (CENTRAL VISAYAS),Sex,Female,964
2020,REGION VIII (EASTERN VISAYAS),Sex,Female,436
2020,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,304
2020,REGION X (NORTHERN MINDANAO),Sex,Female,491
2020,REGION XI (DAVAO REGION),Sex,Female,542
2020,REGION XII (SOCCSKSARGEN),Sex,Female,331
2020,REGION XIII (Caraga),Sex,Female,198
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,130
2020,NO INFO,Sex,Female,
2020,NATIONAL CAPITAL REGION (NCR),Sex,Male,3647
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,181
2020,REGION I (ILOCOS REGION),Sex,Male,475
2020,REGION II (CAGAYAN VALLEY),Sex,Male,234
2020,REGION III (CENTRAL LUZON),Sex,Male,1017
2020,REGION IV-A (CALABARZON),Sex,Male,994
2020,MIMAROPA REGION,Sex,Male,128
2020,REGION V (BICOL REGION),Sex,Male,370
2020,REGION VI (WESTERN VISAYAS),Sex,Male,533
2020,REGION VII (CENTRAL VISAYAS),Sex,Male,671
2020,REGION VIII (EASTERN VISAYAS),Sex,Male,235
2020,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,244
2020,REGION X (NORTHERN MINDANAO),Sex,Male,307
2020,REGION XI (DAVAO REGION),Sex,Male,385
2020,REGION XII (SOCCSKSARGEN),Sex,Male,217
2020,REGION XIII (Caraga),Sex,Male,162
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,71
2020,NO INFO,Sex,Male,
2020,NATIONAL CAPITAL REGION (NCR),Sex,No info,2
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2020,REGION I (ILOCOS REGION),Sex,No info,1
2020,REGION II (CAGAYAN VALLEY),Sex,No info,1
2020,REGION III (CENTRAL LUZON),Sex,No info,0
2020,REGION IV-A (CALABARZON),Sex,No info,2
2020,MIMAROPA REGION,Sex,No info,0
2020,REGION V (BICOL REGION),Sex,No info,0
2020,REGION VI (WESTERN VISAYAS),Sex,No info,8
2020,REGION VII (CENTRAL VISAYAS),Sex,No info,1
2020,REGION VIII (EASTERN VISAYAS),Sex,No info,2
2020,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,0
2020,REGION X (NORTHERN MINDANAO),Sex,No info,0
2020,REGION XI (DAVAO REGION),Sex,No info,1
2020,REGION XII (SOCCSKSARGEN),Sex,No info,0
2020,REGION XIII (Caraga),Sex,No info,0
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2020,NO INFO,Sex,No info,0
2010,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,386
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,184
2010,REGION I (ILOCOS REGION),Employment Category,Full-time,306
2010,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,174
2010,REGION III (CENTRAL LUZON),Employment Category,Full-time,241
2010,REGION IV-A (CALABARZON),Employment Category,Full-time,444
2010,MIMAROPA REGION,Employment Category,Full-time,87
2010,REGION V (BICOL REGION),Employment Category,Full-time,0
2010,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,211
2010,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,239
2010,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,231
2010,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,107
2010,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,537
2010,REGION XI (DAVAO REGION),Employment Category,Full-time,17
2010,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,237
2010,REGION XIII (Caraga),Employment Category,Full-time,215
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,27
2010,NO INFO,Employment Category,Full-time,0
2010,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,523
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,21
2010,REGION I (ILOCOS REGION),Employment Category,Part-time,119
2010,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,21
2010,REGION III (CENTRAL LUZON),Employment Category,Part-time,146
2010,REGION IV-A (CALABARZON),Employment Category,Part-time,195
2010,MIMAROPA REGION,Employment Category,Part-time,5
2010,REGION V (BICOL REGION),Employment Category,Part-time,0
2010,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,28
2010,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,40
2010,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,4
2010,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,11
2010,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,138
2010,REGION XI (DAVAO REGION),Employment Category,Part-time,1
2010,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,46
2010,REGION XIII (Caraga),Employment Category,Part-time,8
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,1
2010,NO INFO,Employment Category,Part-time,0
2010,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,1963
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,561
2010,REGION I (ILOCOS REGION),Employment Category,Others,975
2010,REGION II (CAGAYAN VALLEY),Employment Category,Others,554
2010,REGION III (CENTRAL LUZON),Employment Category,Others,2097
2010,REGION IV-A (CALABARZON),Employment Category,Others,1539
2010,MIMAROPA REGION,Employment Category,Others,321
2010,REGION V (BICOL REGION),Employment Category,Others,675
2010,REGION VI (WESTERN VISAYAS),Employment Category,Others,389
2010,REGION VII (CENTRAL VISAYAS),Employment Category,Others,782
2010,REGION VIII (EASTERN VISAYAS),Employment Category,Others,465
2010,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,353
2010,REGION X (NORTHERN MINDANAO),Employment Category,Others,154
2010,REGION XI (DAVAO REGION),Employment Category,Others,274
2010,REGION XII (SOCCSKSARGEN),Employment Category,Others,494
2010,REGION XIII (Caraga),Employment Category,Others,200
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,33
2010,NO INFO,Employment Category,Others,0
2011,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,634
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,185
2011,REGION I (ILOCOS REGION),Employment Category,Full-time,316
2011,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,176
2011,REGION III (CENTRAL LUZON),Employment Category,Full-time,242
2011,REGION IV-A (CALABARZON),Employment Category,Full-time,446
2011,MIMAROPA REGION,Employment Category,Full-time,87
2011,REGION V (BICOL REGION),Employment Category,Full-time,110
2011,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,418
2011,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,253
2011,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,235
2011,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,124
2011,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,560
2011,REGION XI (DAVAO REGION),Employment Category,Full-time,292
2011,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,238
2011,REGION XIII (Caraga),Employment Category,Full-time,217
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,27
2011,NO INFO,Employment Category,Full-time,0
2011,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,652
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,21
2011,REGION I (ILOCOS REGION),Employment Category,Part-time,123
2011,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,23
2011,REGION III (CENTRAL LUZON),Employment Category,Part-time,147
2011,REGION IV-A (CALABARZON),Employment Category,Part-time,202
2011,MIMAROPA REGION,Employment Category,Part-time,5
2011,REGION V (BICOL REGION),Employment Category,Part-time,34
2011,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,22
2011,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,41
2011,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,3
2011,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,11
2011,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,139
2011,REGION XI (DAVAO REGION),Employment Category,Part-time,71
2011,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,46
2011,REGION XIII (Caraga),Employment Category,Part-time,8
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,1
2011,NO INFO,Employment Category,Part-time,0
2011,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,2122
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,566
2011,REGION I (ILOCOS REGION),Employment Category,Others,992
2011,REGION II (CAGAYAN VALLEY),Employment Category,Others,566
2011,REGION III (CENTRAL LUZON),Employment Category,Others,2116
2011,REGION IV-A (CALABARZON),Employment Category,Others,1603
2011,MIMAROPA REGION,Employment Category,Others,321
2011,REGION V (BICOL REGION),Employment Category,Others,620
2011,REGION VI (WESTERN VISAYAS),Employment Category,Others,507
2011,REGION VII (CENTRAL VISAYAS),Employment Category,Others,805
2011,REGION VIII (EASTERN VISAYAS),Employment Category,Others,467
2011,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,351
2011,REGION X (NORTHERN MINDANAO),Employment Category,Others,151
2011,REGION XI (DAVAO REGION),Employment Category,Others,384
2011,REGION XII (SOCCSKSARGEN),Employment Category,Others,485
2011,REGION XIII (Caraga),Employment Category,Others,198
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,32
2011,NO INFO,Employment Category,Others,0
2012,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,2550
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,207
2012,REGION I (ILOCOS REGION),Employment Category,Full-time,315
2012,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,188
2012,REGION III (CENTRAL LUZON),Employment Category,Full-time,246
2012,REGION IV-A (CALABARZON),Employment Category,Full-time,461
2012,MIMAROPA REGION,Employment Category,Full-time,88
2012,REGION V (BICOL REGION),Employment Category,Full-time,104
2012,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,458
2012,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,241
2012,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,239
2012,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,176
2012,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,583
2012,REGION XI (DAVAO REGION),Employment Category,Full-time,292
2012,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,238
2012,REGION XIII (Caraga),Employment Category,Full-time,214
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,28
2012,NO INFO,Employment Category,Full-time,0
2012,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,1602
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,21
2012,REGION I (ILOCOS REGION),Employment Category,Part-time,123
2012,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,34
2012,REGION III (CENTRAL LUZON),Employment Category,Part-time,169
2012,REGION IV-A (CALABARZON),Employment Category,Part-time,257
2012,MIMAROPA REGION,Employment Category,Part-time,5
2012,REGION V (BICOL REGION),Employment Category,Part-time,34
2012,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,27
2012,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,42
2012,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,3
2012,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,32
2012,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,145
2012,REGION XI (DAVAO REGION),Employment Category,Part-time,71
2012,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,46
2012,REGION XIII (Caraga),Employment Category,Part-time,8
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,1
2012,NO INFO,Employment Category,Part-time,0
2012,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,4387
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,568
2012,REGION I (ILOCOS REGION),Employment Category,Others,985
2012,REGION II (CAGAYAN VALLEY),Employment Category,Others,557
2012,REGION III (CENTRAL LUZON),Employment Category,Others,2142
2012,REGION IV-A (CALABARZON),Employment Category,Others,1540
2012,MIMAROPA REGION,Employment Category,Others,321
2012,REGION V (BICOL REGION),Employment Category,Others,628
2012,REGION VI (WESTERN VISAYAS),Employment Category,Others,529
2012,REGION VII (CENTRAL VISAYAS),Employment Category,Others,816
2012,REGION VIII (EASTERN VISAYAS),Employment Category,Others,467
2012,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,351
2012,REGION X (NORTHERN MINDANAO),Employment Category,Others,165
2012,REGION XI (DAVAO REGION),Employment Category,Others,344
2012,REGION XII (SOCCSKSARGEN),Employment Category,Others,500
2012,REGION XIII (Caraga),Employment Category,Others,198
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,30
2012,NO INFO,Employment Category,Others,0
2013,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,2979
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,207
2013,REGION I (ILOCOS REGION),Employment Category,Full-time,347
2013,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,201
2013,REGION III (CENTRAL LUZON),Employment Category,Full-time,296
2013,REGION IV-A (CALABARZON),Employment Category,Full-time,501
2013,MIMAROPA REGION,Employment Category,Full-time,87
2013,REGION V (BICOL REGION),Employment Category,Full-time,118
2013,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,467
2013,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,317
2013,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,267
2013,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,175
2013,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,609
2013,REGION XI (DAVAO REGION),Employment Category,Full-time,303
2013,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,239
2013,REGION XIII (Caraga),Employment Category,Full-time,216
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,30
2013,NO INFO,Employment Category,Full-time,0
2013,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,1741
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,21
2013,REGION I (ILOCOS REGION),Employment Category,Part-time,135
2013,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,34
2013,REGION III (CENTRAL LUZON),Employment Category,Part-time,169
2013,REGION IV-A (CALABARZON),Employment Category,Part-time,257
2013,MIMAROPA REGION,Employment Category,Part-time,5
2013,REGION V (BICOL REGION),Employment Category,Part-time,31
2013,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,27
2013,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,42
2013,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,22
2013,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,32
2013,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,145
2013,REGION XI (DAVAO REGION),Employment Category,Part-time,72
2013,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,46
2013,REGION XIII (Caraga),Employment Category,Part-time,8
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,1
2013,NO INFO,Employment Category,Part-time,0
2013,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,5026
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,565
2013,REGION I (ILOCOS REGION),Employment Category,Others,971
2013,REGION II (CAGAYAN VALLEY),Employment Category,Others,570
2013,REGION III (CENTRAL LUZON),Employment Category,Others,2164
2013,REGION IV-A (CALABARZON),Employment Category,Others,1618
2013,MIMAROPA REGION,Employment Category,Others,321
2013,REGION V (BICOL REGION),Employment Category,Others,644
2013,REGION VI (WESTERN VISAYAS),Employment Category,Others,536
2013,REGION VII (CENTRAL VISAYAS),Employment Category,Others,817
2013,REGION VIII (EASTERN VISAYAS),Employment Category,Others,470
2013,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,352
2013,REGION X (NORTHERN MINDANAO),Employment Category,Others,161
2013,REGION XI (DAVAO REGION),Employment Category,Others,345
2013,REGION XII (SOCCSKSARGEN),Employment Category,Others,501
2013,REGION XIII (Caraga),Employment Category,Others,199
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,30
2013,NO INFO,Employment Category,Others,0
2014,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,3005
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,210
2014,REGION I (ILOCOS REGION),Employment Category,Full-time,703
2014,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,203
2014,REGION III (CENTRAL LUZON),Employment Category,Full-time,301
2014,REGION IV-A (CALABARZON),Employment Category,Full-time,508
2014,MIMAROPA REGION,Employment Category,Full-time,93
2014,REGION V (BICOL REGION),Employment Category,Full-time,128
2014,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,513
2014,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,314
2014,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,269
2014,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,178
2014,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,619
2014,REGION XI (DAVAO REGION),Employment Category,Full-time,302
2014,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,242
2014,REGION XIII (Caraga),Employment Category,Full-time,217
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,31
2014,NO INFO,Employment Category,Full-time,0
2014,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,1749
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,21
2014,REGION I (ILOCOS REGION),Employment Category,Part-time,135
2014,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,36
2014,REGION III (CENTRAL LUZON),Employment Category,Part-time,176
2014,REGION IV-A (CALABARZON),Employment Category,Part-time,257
2014,MIMAROPA REGION,Employment Category,Part-time,6
2014,REGION V (BICOL REGION),Employment Category,Part-time,33
2014,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,30
2014,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,44
2014,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,23
2014,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,32
2014,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,145
2014,REGION XI (DAVAO REGION),Employment Category,Part-time,70
2014,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,47
2014,REGION XIII (Caraga),Employment Category,Part-time,8
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,1
2014,NO INFO,Employment Category,Part-time,0
2014,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,5031
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,560
2014,REGION I (ILOCOS REGION),Employment Category,Others,876
2014,REGION II (CAGAYAN VALLEY),Employment Category,Others,573
2014,REGION III (CENTRAL LUZON),Employment Category,Others,2151
2014,REGION IV-A (CALABARZON),Employment Category,Others,1617
2014,MIMAROPA REGION,Employment Category,Others,327
2014,REGION V (BICOL REGION),Employment Category,Others,634
2014,REGION VI (WESTERN VISAYAS),Employment Category,Others,542
2014,REGION VII (CENTRAL VISAYAS),Employment Category,Others,831
2014,REGION VIII (EASTERN VISAYAS),Employment Category,Others,475
2014,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,350
2014,REGION X (NORTHERN MINDANAO),Employment Category,Others,165
2014,REGION XI (DAVAO REGION),Employment Category,Others,348
2014,REGION XII (SOCCSKSARGEN),Employment Category,Others,499
2014,REGION XIII (Caraga),Employment Category,Others,201
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,36
2014,NO INFO,Employment Category,Others,0
2015,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,3488
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,555
2015,REGION I (ILOCOS REGION),Employment Category,Full-time,852
2015,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,389
2015,REGION III (CENTRAL LUZON),Employment Category,Full-time,999
2015,REGION IV-A (CALABARZON),Employment Category,Full-time,1419
2015,MIMAROPA REGION,Employment Category,Full-time,190
2015,REGION V (BICOL REGION),Employment Category,Full-time,433
2015,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,762
2015,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,730
2015,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,349
2015,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,284
2015,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,700
2015,REGION XI (DAVAO REGION),Employment Category,Full-time,677
2015,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,316
2015,REGION XIII (Caraga),Employment Category,Full-time,264
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,190
2015,NO INFO,Employment Category,Full-time,0
2015,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,1829
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,37
2015,REGION I (ILOCOS REGION),Employment Category,Part-time,152
2015,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,87
2015,REGION III (CENTRAL LUZON),Employment Category,Part-time,323
2015,REGION IV-A (CALABARZON),Employment Category,Part-time,462
2015,MIMAROPA REGION,Employment Category,Part-time,2
2015,REGION V (BICOL REGION),Employment Category,Part-time,84
2015,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,72
2015,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,96
2015,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,32
2015,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,81
2015,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,158
2015,REGION XI (DAVAO REGION),Employment Category,Part-time,117
2015,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,80
2015,REGION XIII (Caraga),Employment Category,Part-time,10
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Part-time,6
2015,NO INFO,Employment Category,Part-time,0
2015,NATIONAL CAPITAL REGION (NCR),Employment Category,Others,5754
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Others,402
2015,REGION I (ILOCOS REGION),Employment Category,Others,822
2015,REGION II (CAGAYAN VALLEY),Employment Category,Others,592
2015,REGION III (CENTRAL LUZON),Employment Category,Others,2442
2015,REGION IV-A (CALABARZON),Employment Category,Others,1988
2015,MIMAROPA REGION,Employment Category,Others,222
2015,REGION V (BICOL REGION),Employment Category,Others,695
2015,REGION VI (WESTERN VISAYAS),Employment Category,Others,1087
2015,REGION VII (CENTRAL VISAYAS),Employment Category,Others,1126
2015,REGION VIII (EASTERN VISAYAS),Employment Category,Others,605
2015,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Others,512
2015,REGION X (NORTHERN MINDANAO),Employment Category,Others,299
2015,REGION XI (DAVAO REGION),Employment Category,Others,625
2015,REGION XII (SOCCSKSARGEN),Employment Category,Others,499
2015,REGION XIII (Caraga),Employment Category,Others,187
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Others,53
2015,NO INFO,Employment Category,Others,0
2016,NATIONAL CAPITAL REGION (NCR),Employment Category,Full-time,3740
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Full-time,563
2016,REGION I (ILOCOS REGION),Employment Category,Full-time,851
2016,REGION II (CAGAYAN VALLEY),Employment Category,Full-time,389
2016,REGION III (CENTRAL LUZON),Employment Category,Full-time,1020
2016,REGION IV-A (CALABARZON),Employment Category,Full-time,1427
2016,MIMAROPA REGION,Employment Category,Full-time,190
2016,REGION V (BICOL REGION),Employment Category,Full-time,487
2016,REGION VI (WESTERN VISAYAS),Employment Category,Full-time,778
2016,REGION VII (CENTRAL VISAYAS),Employment Category,Full-time,758
2016,REGION VIII (EASTERN VISAYAS),Employment Category,Full-time,350
2016,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Full-time,288
2016,REGION X (NORTHERN MINDANAO),Employment Category,Full-time,707
2016,REGION XI (DAVAO REGION),Employment Category,Full-time,677
2016,REGION XII (SOCCSKSARGEN),Employment Category,Full-time,318
2016,REGION XIII (Caraga),Employment Category,Full-time,266
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Employment Category,Full-time,190
2016,NO INFO,Employment Category,Full-time,0
2016,NATIONAL CAPITAL REGION (NCR),Employment Category,Part-time,2015
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Employment Category,Part-time,39
2016,REGION I (ILOCOS REGION),Employment Category,Part-time,154
2016,REGION II (CAGAYAN VALLEY),Employment Category,Part-time,86
2016,REGION III (CENTRAL LUZON),Employment Category,Part-time,330
2016,REGION IV-A (CALABARZON),Employment Category,Part-time,464
2016,MIMAROPA REGION,Employment Category,Part-time,2
2016,REGION V (BICOL REGION),Employment Category,Part-time,93
2016,REGION VI (WESTERN VISAYAS),Employment Category,Part-time,72
2016,REGION VII (CENTRAL VISAYAS),Employment Category,Part-time,119
2016,REGION VIII (EASTERN VISAYAS),Employment Category,Part-time,31
2016,REGION IX (ZAMBOANGA PENINSULA),Employment Category,Part-time,82
2016,REGION X (NORTHERN MINDANAO),Employment Category,Part-time,158
2016,REGION XI (DAVAO REGION),Employment Category,Part-time,119
2016,REGION XII (SOCCSKSARGEN),Employment Category,Part-time,79
